combo,rep,scheme,ok,log_xi,log_xi_true,a0,a1,lam,q
0,104,b,1,10.42556591093214,9.672761633543844,-3.6912885011307965,3.103384532370608,0.018844377142743018,0.5678600998576182
0,104,c,1,9.34081226235463,9.672761633543844,-0.30433269312125766,0.9434658288931844,9.473879451407383,0.2686958373527963
0,105,b,1,9.45049926416114,9.672761633543844,-4.92989554194786,2.696188160791209,0.001008917254541128,0.7555476439691916
0,105,c,1,9.214563891853205,9.672761633543844,-2.2443171046981556,1.561890223127068,0.17567280873303273,0.482329410190692
0,106,b,1,9.077901982374941,9.672761633543844,1.8059034808114856,0.16359496091203207,8103.020553926286,0.05169534190734854
0,106,c,1,9.863584307499247,9.672761633543844,-1.8088893452308286,1.6815464630794505,0.4993858117161898,0.40731160514094855
0,107,b,1,9.45200231325327,9.672761633543844,1.8003316258888047,0.22194765299486874,6839.768302450656,0.05000000155565659
0,107,c,1,9.25250098377388,9.672761633543844,-1.6088796701778738,1.4369704868016644,0.5078556921339785,0.41045411482859046
0,84,b,1,10.320617972428444,9.672761633543844,-6.730055716262985,4.438740822369834,0.00012340980520575984,0.8709817087611345
0,84,c,1,9.28230339844327,9.672761633543844,-3.1094576504526232,1.824093262503693,0.03211853177418202,0.5721828315267428
0,85,b,1,8.573366758203164,9.672761633543844,1.225472933417116,0.22296199652045634,826.6869899778302,0.1200359588093105
0,85,c,1,9.651257866907343,9.672761633543844,-1.3616043627684182,1.3790276399892185,1.271145769595856,0.37011892439047867
0,86,b,1,9.19036646929333,9.672761633543844,0.8995922859035851,0.508139952461505,195.76778981284127,0.14491215438168886
0,86,c,1,9.793463215419102,9.672761633543844,-0.8357728475464735,1.373235197323654,3.2803099320896316,0.31055286257723347
0,87,b,1,14.814657301741402,9.672761633543844,-10.067040342916172,11.999999998955264,0.00013571221450838126,0.8348588989653805
0,87,c,1,9.759523553503291,9.672761633543844,-1.4567390643405003,1.5154614081234241,0.9810477994288876,0.3754310869719651
0,64,b,1,9.877974979026964,9.672761633543844,1.561371756372551,0.3267208304078572,8103.083719930616,0.07286512256087162
